MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Mas Vnr Type,Mas Vnr Area,Exter Cond,Foundation,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Central Air,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Density_Ratio,BathPerBed,Garage_per_Living,House_Age,Years_Since_Remod,Age_Group,Remod_Group,Neighborhood_AvgPrice,Zone_AvgPrice,SaleType_AvgPrice,Lot_Area_log,Total_Bath,Kitchen Qual_num,Heating QC_num,Garage Qual_num,Fireplace Qu_num,Bsmt Qual_num,Exter Qual_num,Quality_Score
70,RM,57.0,8094,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,6,1950,Gable,CompShg,MetalSd,None,1.0,TA,PConc,TA,No,Unf,0.0,Unf,0.0,1048.0,1048.0,GasA,Y,FuseA,1048,720,1768,0.0,2,0,3,1,8,Typ,0,Detchd,1930.0,Unf,2.0,576.0,Fa,Y,0,0,150,6,2009,WD ,Normal,155000,0.21840642371834465,0.5,0.32560768795929906,94,59,Old,Very Old,122343.4449339207,126883.29571106094,174436.85881877024,8.999001866111735,2.0,3,4,2,0,3,3,3.0
70,RM,50.0,2500,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,2005,Gable,CompShg,Stucco,None,1.0,TA,PConc,TA,No,ALQ,299.0,Unf,0.0,611.0,910.0,GasA,Y,SBrkr,916,910,1826,1.0,1,1,4,1,7,Min2,1,Attchd,1915.0,Unf,1.0,164.0,Fa,Y,0,0,0,6,2009,WD ,Normal,155000,0.7301079568172731,0.2,0.08976464148877943,94,4,Old,Recent,122343.4449339207,126883.29571106094,174436.85881877024,7.824445930877619,2.5,5,5,2,4,3,4,4.285714285714286
70,RM,68.0,9928,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1994,Gable,CompShg,Wd Sdng,None,1.0,Gd,BrkTil,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Y,SBrkr,1272,672,1944,0.0,2,0,3,1,8,Min2,0,Detchd,1915.0,Unf,1.0,216.0,TA,N,24,28,0,6,2009,WD ,Normal,179900,0.19579010977943398,0.5,0.11105398457583547,94,15,Old,Medium,122343.4449339207,126883.29571106094,174436.85881877024,9.203215047033595,2.0,3,2,3,0,3,3,3.0
90,RM,50.0,3000,Pave,Reg,Bnk,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,5,1,1950,Hip,CompShg,MetalSd,None,1.0,TA,BrkTil,Fa,No,Unf,0.0,Unf,0.0,1040.0,1040.0,GasA,N,SBrkr,1088,1040,2128,0.0,2,0,4,2,11,Sev,0,None,0.0,None,0.0,0.0,None,Y,0,56,0,9,2009,WD ,Abnorml,62500,0.7090969676774409,0.4,0.0,87,59,Old,Very Old,122343.4449339207,126883.29571106094,174436.85881877024,8.006700845440367,2.0,3,3,0,0,3,3,2.4285714285714284
70,RM,57.0,6876,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,5,1950,Gable,CompShg,Plywood,None,1.0,TA,CBlock,Fa,No,BLQ,522.0,Unf,0.0,198.0,720.0,GasA,Y,SBrkr,1146,784,1930,1.0,2,0,4,1,8,Typ,0,Attchd,1927.0,Unf,1.0,316.0,TA,Y,0,0,213,8,2009,WD ,Normal,149000,0.28064563036207646,0.4,0.16364577938891767,82,59,Old,Very Old,104604.89411764705,126883.29571106094,174436.85881877024,8.835937789319836,3.0,3,2,3,0,3,3,2.857142857142857
70,RM,60.0,5775,Pave,IR2,Bnk,Corner,Mod,OldTown,Feedr,Norm,1Fam,2Story,6,7,2002,Gable,CompShg,Wd Sdng,None,1.0,TA,BrkTil,TA,No,Unf,0.0,Unf,0.0,483.0,483.0,GasA,Y,SBrkr,741,686,1427,0.0,1,0,3,1,7,Typ,0,Attchd,1915.0,Unf,1.0,379.0,TA,Y,0,24,112,2,2009,WD ,Normal,123000,0.2470567867036011,0.25,0.265406162464986,94,7,Old,Medium,122343.4449339207,126883.29571106094,174436.85881877024,8.661466680572662,1.0,4,5,3,0,3,3,3.4285714285714284
190,RM,41.0,5852,Pave,IR3,Bnk,Corner,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,5,2000,Gable,CompShg,MetalSd,Stone,188.0,Fa,BrkTil,Fa,No,Rec,169.0,Unf,0.0,851.0,1020.0,GasA,N,FuseF,978,886,1864,0.0,2,1,6,1,9,Typ,0,None,0.0,None,0.0,0.0,None,N,0,188,102,5,2009,WD ,Normal,97500,0.3184691611139587,0.2857142857142857,0.0,107,9,Old,Medium,122343.4449339207,126883.29571106094,174436.85881877024,8.67470962929122,2.5,3,3,0,0,3,3,2.7142857142857144
50,RM,60.0,5160,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1950,Gable,CompShg,MetalSd,None,1.0,Fa,BrkTil,TA,No,Unf,0.0,Unf,0.0,1204.0,1204.0,GasA,Y,FuseA,1204,462,1666,0.0,1,0,3,1,4,Typ,0,Detchd,1927.0,Unf,1.0,384.0,TA,Y,0,0,148,8,2009,WD ,Normal,135000,0.32280565781825227,0.25,0.23035392921415718,82,59,Old,Very Old,104604.89411764705,126883.29571106094,174436.85881877024,8.548885638148727,1.0,3,3,2,0,3,3,2.857142857142857
85,RM,86.0,5160,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,SFoyer,4,6,1950,Hip,CompShg,MetalSd,None,1.0,Gd,PConc,Fa,Av,BLQ,749.0,Rec,63.0,46.0,858.0,GasA,Y,SBrkr,892,0,892,1.0,1,0,1,1,5,Min2,0,None,0.0,None,0.0,0.0,None,N,0,0,105,7,2009,COD,Abnorml,70000,0.17283472195310987,0.5,0.0,86,59,Old,Very Old,104604.89411764705,126883.29571106094,133812.20731707316,8.548885638148727,2.0,4,3,0,0,4,3,2.5714285714285716
190,RM,60.0,10320,Pave,Reg,Bnk,Inside,Gtl,IDOTRR,Artery,Norm,2fmCon,2Story,6,7,1965,Gable,CompShg,MetalSd,None,1.0,Gd,CBlock,TA,No,Rec,276.0,ALQ,262.0,160.0,698.0,GasA,Y,FuseF,754,649,1403,1.0,1,1,3,1,7,Typ,0,Detchd,1915.0,Unf,1.0,308.0,TA,Y,0,0,288,2,2009,WD ,Normal,116000,0.13593644026741594,0.25,0.21937321937321938,94,44,Old,Very Old,104604.89411764705,126883.29571106094,174436.85881877024,9.241935933565934,2.5,3,5,3,0,3,3,3.2857142857142856
20,RL,50.0,4280,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,9,2001,Gable,CompShg,MetalSd,None,1.0,Gd,CBlock,TA,No,Unf,0.0,Unf,0.0,560.0,560.0,GasA,Y,FuseA,704,0,704,0.0,1,0,2,1,4,Typ,0,CarPort,1946.0,Unf,1.0,220.0,TA,Y,0,0,24,9,2009,WD ,Normal,88750,0.16444755898154637,0.3333333333333333,0.3120567375886525,63,8,Old,Medium,136562.82666666666,191252.78333333333,174436.85881877024,8.361941906144946,1.0,2,5,3,0,2,3,2.7142857142857144
90,RL,60.0,10800,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1988,Gable,CompShg,Plywood,None,1.0,TA,CBlock,Gd,Gd,GLQ,1200.0,Unf,0.0,0.0,1200.0,GasA,Y,SBrkr,1200,0,1200,3.0,3,0,3,1,5,Typ,0,None,0.0,None,0.0,0.0,None,Y,120,0,0,3,2009,WD ,Alloca,179000,0.11110082399777799,0.75,0.0,22,21,Medium,Old,129453.84946236559,191252.78333333333,174436.85881877024,9.287394001418473,6.0,3,3,0,0,4,3,2.5714285714285716
90,RL,60.0,10800,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1988,Gable,CompShg,Plywood,None,1.0,Gd,CBlock,Gd,Gd,GLQ,1200.0,Unf,0.0,0.0,1200.0,GasA,Y,SBrkr,1200,0,1200,3.0,3,0,3,1,5,Typ,0,None,0.0,None,0.0,0.0,None,Y,120,0,0,3,2009,WD ,Alloca,179000,0.11110082399777799,0.75,0.0,22,21,Medium,Old,129453.84946236559,191252.78333333333,174436.85881877024,9.287394001418473,6.0,3,3,0,0,4,3,2.5714285714285716
30,RL,65.0,10020,Pave,IR1,Low,Inside,Sev,Edwards,Norm,Norm,1Fam,1Story,1,1,1950,Gable,CompShg,Wd Sdng,None,1.0,Fa,BrkTil,Po,Gd,BLQ,350.0,Unf,0.0,333.0,683.0,GasA,N,FuseA,904,0,904,1.0,0,1,1,1,4,Maj1,0,None,0.0,None,0.0,0.0,None,Y,0,0,0,3,2009,WD ,Normal,61000,0.09021055782856002,0.0,0.0,87,59,Old,Very Old,129453.84946236559,191252.78333333333,174436.85881877024,9.212438170058329,1.5,2,4,0,0,2,2,1.5714285714285714
70,RH,54.0,6629,Pave,Reg,Lvl,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,1950,Gambrel,CompShg,Wd Sdng,None,1.0,Gd,BrkTil,TA,No,BLQ,551.0,Unf,0.0,121.0,672.0,GasA,N,SBrkr,697,672,1369,1.0,2,0,3,1,6,Typ,0,Detchd,1930.0,Unf,1.0,300.0,TA,Y,147,0,0,7,2009,WD ,Normal,103600,0.20648567119155353,0.5,0.21897810218978103,84,59,Old,Very Old,129453.84946236559,133974.38461538462,174436.85881877024,8.799360083179907,3.0,3,3,3,0,3,3,3.0
50,RL,60.0,9780,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,3,1950,Gable,CompShg,MetalSd,None,1.0,TA,PConc,TA,No,Unf,0.0,Unf,0.0,585.0,585.0,GasA,N,FuseA,687,425,1112,1.0,2,0,4,1,6,Typ,0,Detchd,1934.0,Unf,1.0,226.0,Po,N,0,0,0,3,2009,WD ,Normal,63000,0.11368980676822411,0.4,0.20305480682839172,75,59,Old,Very Old,129453.84946236559,191252.78333333333,174436.85881877024,9.188197007290492,3.0,3,3,1,0,3,3,2.5714285714285716
80,RL,70.0,12886,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1999,Gable,CompShg,HdBoard,None,1.0,TA,CBlock,TA,Av,ALQ,444.0,Unf,0.0,76.0,520.0,GasA,Y,SBrkr,1464,0,1464,0.0,2,0,3,1,6,Min2,1,Attchd,1997.0,RFn,2.0,480.0,TA,Y,302,0,0,10,2009,WD ,Normal,175000,0.11360285559090556,0.5,0.32764505119453924,46,10,Medium,Medium,136562.82666666666,191252.78333333333,174436.85881877024,9.46397433028839,2.0,3,5,3,3,4,3,3.7142857142857144
20,RL,80.0,8816,Pave,Reg,Lvl,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1963,Gable,CompShg,VinylSd,None,1.0,TA,PConc,TA,No,Rec,651.0,Unf,0.0,470.0,1121.0,GasA,Y,SBrkr,1121,0,1121,1.0,1,0,3,1,5,Typ,0,Detchd,1963.0,Unf,2.0,480.0,TA,Y,0,80,0,6,2009,WD ,Normal,139000,0.12714075082227516,0.25,0.42780748663101603,46,46,Medium,Very Old,136562.82666666666,191252.78333333333,174436.85881877024,9.084436955087027,2.0,3,3,3,0,3,3,2.857142857142857
60,RL,70.0,11184,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,Hip,CompShg,HdBoard,BrkFace,92.0,TA,CBlock,TA,No,LwQ,226.0,Rec,500.0,192.0,918.0,GasA,Y,SBrkr,918,765,1683,0.0,2,1,3,1,7,Typ,1,Attchd,1978.0,RFn,2.0,440.0,TA,Y,243,0,0,7,2009,WD ,Normal,172500,0.15046937863209656,0.5,0.26128266033254155,31,31,Medium,Very Old,136562.82666666666,191252.78333333333,174436.85881877024,9.32232887392423,2.5,3,4,3,3,3,3,3.5714285714285716
20,RL,75.0,11625,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,Hip,CompShg,HdBoard,BrkFace,172.0,TA,CBlock,TA,No,BLQ,527.0,Unf,0.0,525.0,1052.0,GasA,Y,SBrkr,1052,0,1052,0.0,1,1,3,1,6,Typ,1,Attchd,1984.0,Fin,1.0,668.0,TA,Y,0,215,0,4,2009,WD ,Abnorml,113500,0.09048683984173404,0.25,0.6343779677113011,42,42,Medium,Very Old,136562.82666666666,191252.78333333333,174436.85881877024,9.360999248261296,1.5,3,3,3,1,3,3,3.0
20,RL,65.0,7800,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,2004,Hip,CompShg,HdBoard,BrkFace,89.0,TA,PConc,TA,No,ALQ,450.0,Unf,0.0,414.0,864.0,GasA,Y,SBrkr,899,0,899,0.0,1,0,3,1,5,Typ,0,Attchd,1967.0,Fin,1.0,288.0,TA,Y,64,0,0,6,2009,WD ,Normal,130000,0.11524163568773234,0.25,0.32,42,5,Medium,Recent,136562.82666666666,191252.78333333333,174436.85881877024,8.962007209588313,1.0,4,5,3,0,3,3,3.2857142857142856
85,RL,72.0,8014,Pave,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,5,1978,Gable,CompShg,Plywood,BrkFace,23.0,TA,CBlock,TA,Gd,GLQ,456.0,Unf,0.0,0.0,456.0,GasA,Y,SBrkr,1034,0,1034,0.0,1,0,3,1,5,Typ,1,Basment,1978.0,Fin,2.0,504.0,TA,Y,0,0,0,6,2009,WD ,Normal,149900,0.129008109794136,0.25,0.48695652173913045,31,31,Medium,Very Old,136562.82666666666,191252.78333333333,174436.85881877024,8.989070065043654,1.0,3,3,3,2,4,3,3.4285714285714284
85,RL,72.0,7252,Pave,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,Hip,CompShg,Wd Sdng,None,1.0,TA,CBlock,TA,Av,GLQ,685.0,Unf,0.0,173.0,858.0,GasA,Y,SBrkr,858,0,858,1.0,1,0,2,1,5,Typ,0,Detchd,1983.0,Unf,2.0,576.0,TA,Y,120,0,0,4,2009,WD ,Normal,134900,0.11829587756790294,0.3333333333333333,0.670547147846333,27,27,Medium,Old,136562.82666666666,191252.78333333333,174436.85881877024,8.889170455363413,2.0,3,3,3,0,4,3,3.0
85,RL,74.0,8740,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,6,1982,Hip,CompShg,HdBoard,None,1.0,TA,CBlock,TA,Av,ALQ,672.0,Unf,0.0,168.0,840.0,GasA,Y,SBrkr,860,0,860,1.0,1,0,2,1,4,Typ,0,Detchd,1996.0,Unf,2.0,528.0,TA,Y,0,0,0,7,2009,WD ,Normal,137000,0.09838691225260268,0.3333333333333333,0.6132404181184669,27,27,Medium,Old,136562.82666666666,191252.78333333333,174436.85881877024,9.075779878580487,2.0,3,3,3,0,3,3,2.857142857142857
20,RL,72.0,11616,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,Gable,CompShg,Wd Sdng,BrkFace,116.0,TA,CBlock,TA,No,LwQ,170.0,BLQ,670.0,252.0,1092.0,GasA,Y,SBrkr,1092,0,1092,0.0,1,0,3,1,6,Typ,1,Attchd,1962.0,Unf,1.0,288.0,TA,Y,0,20,144,9,2009,WD ,Normal,139000,0.09400017216148747,0.25,0.26349496797804206,47,47,Medium,Very Old,136562.82666666666,191252.78333333333,174436.85881877024,9.360224821513475,1.0,3,3,3,1,3,3,3.0
80,RL,88.0,15312,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1960,Hip,CompShg,Wd Sdng,BrkFace,54.0,TA,CBlock,TA,Av,BLQ,588.0,Unf,0.0,550.0,1138.0,GasA,Y,SBrkr,1138,0,1138,0.0,1,0,3,1,6,Typ,1,Attchd,1960.0,RFn,2.0,480.0,TA,Y,0,0,0,3,2009,COD,Normal,148000,0.07431594070397701,0.25,0.42142230026338895,49,49,Medium,Very Old,136562.82666666666,191252.78333333333,133812.20731707316,9.636457419815208,1.0,3,5,3,3,3,3,3.7142857142857144
80,RL,80.5,15584,Pave,Reg,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,5,1956,Hip,CompShg,Wd Sdng,BrkFace,366.0,TA,CBlock,TA,Mn,Unf,0.0,Unf,0.0,825.0,825.0,GasA,Y,SBrkr,2071,0,2071,0.0,1,1,4,1,9,Typ,1,Attchd,1956.0,Unf,1.0,336.0,TA,Y,131,28,0,10,2009,WD ,Normal,165000,0.13288418350978504,0.2,0.16216216216216217,53,53,Old,Very Old,200168.58823529413,191252.78333333333,174436.85881877024,9.654064192201437,1.5,3,5,3,3,3,3,3.5714285714285716
20,RL,72.0,9000,Pave,Reg,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,2,2,1950,Gable,CompShg,Wd Sdng,None,1.0,TA,Slab,None,None,None,0.0,None,0.0,0.0,0.0,GasA,N,SBrkr,660,0,660,0.0,1,0,2,1,5,Min2,0,None,0.0,None,0.0,0.0,None,N,0,0,100,6,2009,WD ,Normal,63900,0.0733251860904344,0.3333333333333333,0.0,62,59,Old,Very Old,136562.82666666666,191252.78333333333,174436.85881877024,9.105090961257085,1.0,2,2,0,0,0,3,1.2857142857142858
50,RL,80.5,11250,Pave,Reg,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1989,Gable,CompShg,Wd Sdng,None,1.0,TA,CBlock,TA,Av,Unf,0.0,Unf,0.0,1104.0,1104.0,GasA,Y,FuseA,1104,684,1788,1.0,1,0,5,1,8,Min2,2,Attchd,1957.0,Unf,1.0,304.0,TA,Y,120,0,0,11,2009,WD ,Normal,161500,0.15891920718158387,0.16666666666666666,0.16992733370598098,52,20,Old,Old,200168.58823529413,191252.78333333333,174436.85881877024,9.328212292571072,2.0,3,5,3,3,3,3,3.4285714285714284
20,RL,65.0,25095,Pave,IR1,Low,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,5,8,2003,Flat,Tar&Grv,Wd Sdng,None,1.0,TA,CBlock,TA,Gd,GLQ,1324.0,Unf,0.0,113.0,1437.0,GasA,Y,SBrkr,1473,0,1473,2.0,1,0,1,1,5,Typ,2,Attchd,1968.0,Unf,1.0,452.0,TA,Y,0,48,0,6,2009,WD ,Partial,143000,0.058694612687280844,0.5,0.3066485753052917,41,6,Medium,Medium,200168.58823529413,191252.78333333333,174436.85881877024,10.130463749870515,3.0,5,5,3,4,3,3,4.0
20,RL,65.0,17140,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1956,Gable,CompShg,VinylSd,None,1.0,TA,CBlock,TA,No,ALQ,1059.0,Unf,0.0,75.0,1134.0,GasA,Y,FuseA,1229,0,1229,0.0,1,0,3,1,6,Typ,0,Attchd,1956.0,RFn,1.0,284.0,TA,Y,0,0,0,4,2009,WD ,Normal,135000,0.07169943410536142,0.25,0.23089430894308943,53,53,Old,Very Old,129453.84946236559,191252.78333333333,174436.85881877024,9.749228533507058,1.0,3,5,3,0,3,3,3.0
30,RL,65.0,12342,Pave,IR1,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1950,Gable,CompShg,VinylSd,None,1.0,TA,CBlock,TA,No,BLQ,262.0,Unf,0.0,599.0,861.0,GasA,Y,SBrkr,861,0,861,0.0,1,0,1,1,4,Typ,0,Detchd,1961.0,Unf,2.0,539.0,TA,Y,158,0,0,3,2009,WD ,Normal,82500,0.06975613708174674,0.5,0.6252900232018561,69,59,Old,Very Old,129453.84946236559,191252.78333333333,174436.85881877024,9.42084437974393,1.0,3,5,3,0,3,3,3.0
20,RL,80.5,10708,Pave,IR1,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,5,1993,Hip,CompShg,Wd Sdng,None,1.0,TA,CBlock,TA,No,LwQ,379.0,BLQ,768.0,470.0,1617.0,GasA,Y,FuseA,1867,0,1867,1.0,1,0,2,1,7,Typ,3,Attchd,1955.0,Fin,1.0,303.0,TA,Y,476,0,0,11,2009,COD,Normal,190000,0.17433934074143245,0.3333333333333333,0.16220556745182013,54,16,Old,Old,200168.58823529413,191252.78333333333,133812.20731707316,9.278839788400875,2.0,3,5,3,4,3,4,3.857142857142857
20,RL,65.0,13680,Pave,IR1,Lvl,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,5,1955,Hip,CompShg,BrkFace,None,1.0,TA,Slab,None,None,None,0.0,None,0.0,0.0,0.0,GasA,Y,FuseA,1733,0,1733,0.0,2,0,4,1,8,Min2,1,Attchd,1955.0,Unf,2.0,452.0,TA,Y,0,0,0,6,2009,WD ,Normal,139600,0.12667202689861853,0.4,0.2606689734717416,54,54,Old,Very Old,129453.84946236559,191252.78333333333,174436.85881877024,9.523763287920113,2.0,3,5,3,4,0,3,3.0
20,RL,65.0,15635,Pave,IR1,Lvl,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,Gable,CompShg,VinylSd,None,1.0,TA,CBlock,None,None,None,0.0,None,0.0,0.0,0.0,GasA,Y,SBrkr,1383,0,1383,0.0,1,0,2,1,6,Mod,0,Attchd,1980.0,Unf,2.0,498.0,TA,Y,0,0,90,10,2009,WD ,Normal,122000,0.08844973138910207,0.3333333333333333,0.3598265895953757,55,55,Old,Very Old,129453.84946236559,191252.78333333333,174436.85881877024,9.657331226912845,1.0,3,3,2,0,0,3,2.142857142857143
20,RL,73.0,9855,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1956,Hip,CompShg,Wd Sdng,None,1.0,TA,CBlock,TA,No,Unf,0.0,Unf,0.0,1436.0,1436.0,GasA,Y,SBrkr,1689,0,1689,0.0,1,0,3,1,7,Typ,1,Attchd,1956.0,Unf,2.0,480.0,TA,Y,0,0,0,11,2009,COD,Normal,127500,0.17136769480519481,0.25,0.28402366863905326,53,53,Old,Very Old,129453.84946236559,191252.78333333333,133812.20731707316,9.1958356857733,1.0,3,2,3,4,3,3,3.4285714285714284
20,RL,68.0,9571,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1956,Hip,CompShg,MetalSd,None,1.0,TA,CBlock,TA,No,Rec,257.0,Unf,0.0,816.0,1073.0,GasA,Y,FuseA,1073,0,1073,1.0,1,0,2,1,5,Typ,0,Attchd,1956.0,Unf,1.0,340.0,TA,Y,0,0,0,2,2009,WD ,Normal,121500,0.11209778520685332,0.3333333333333333,0.3165735567970205,53,53,Old,Very Old,129453.84946236559,191252.78333333333,174436.85881877024,9.166597449028265,2.0,3,3,3,0,3,3,2.857142857142857
20,RL,68.0,9571,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,1958,Gable,CompShg,BrkComm,None,1.0,Fa,CBlock,Fa,No,Unf,0.0,Unf,0.0,1276.0,1276.0,GasA,Y,FuseA,1276,0,1276,0.0,1,0,3,1,5,Mod,0,Attchd,1958.0,Unf,1.0,350.0,TA,Y,0,0,0,6,2009,COD,Abnorml,60000,0.13330547430004178,0.25,0.274079874706343,51,51,Old,Very Old,129453.84946236559,191252.78333333333,133812.20731707316,9.166597449028265,1.0,3,3,3,0,3,3,2.857142857142857
60,RL,50.0,9350,Pave,Reg,Bnk,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1950,Hip,CompShg,MetalSd,None,1.0,TA,CBlock,TA,No,BLQ,342.0,Unf,0.0,405.0,747.0,GasA,Y,SBrkr,892,747,1639,0.0,1,1,3,1,6,Typ,1,Detchd,1946.0,Unf,1.0,240.0,TA,Y,0,50,0,7,2009,WD ,Normal,154400,0.17527537161800877,0.25,0.14634146341463414,63,59,Old,Very Old,129453.84946236559,191252.78333333333,174436.85881877024,9.143238568435446,1.5,4,5,3,4,3,3,4.0
30,RL,50.0,9340,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1950,Hip,CompShg,MetalSd,None,1.0,TA,CBlock,TA,No,Rec,344.0,Unf,0.0,328.0,672.0,GasA,Y,SBrkr,672,0,672,1.0,1,0,2,1,4,Typ,0,Attchd,1941.0,Unf,1.0,234.0,TA,N,0,113,0,8,2009,WD ,Normal,113000,0.07194090568461621,0.3333333333333333,0.3476968796433878,68,59,Old,Very Old,129453.84946236559,191252.78333333333,174436.85881877024,9.14216859187285,2.0,3,3,3,0,3,3,2.7142857142857144
20,RL,62.0,7440,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,Gable,CompShg,Wd Sdng,None,1.0,TA,CBlock,TA,No,BLQ,173.0,Unf,0.0,916.0,1089.0,GasW,Y,SBrkr,1089,0,1089,1.0,1,0,3,1,5,Typ,1,Detchd,1954.0,RFn,1.0,252.0,TA,P,328,0,0,9,2009,WD ,Normal,125000,0.14635129686870044,0.25,0.23119266055045873,55,55,Old,Very Old,129453.84946236559,191252.78333333333,174436.85881877024,8.914760527397261,2.0,3,3,3,4,4,3,3.5714285714285716
20,RL,65.0,11500,Pave,IR1,Lvl,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,1957,Gable,CompShg,Wd Sdng,None,1.0,Gd,Slab,None,None,None,0.0,None,0.0,0.0,0.0,GasA,N,SBrkr,845,0,845,0.0,1,0,3,1,5,Typ,0,Detchd,1957.0,Unf,1.0,290.0,TA,N,186,0,0,1,2009,WD ,Normal,84000,0.07347187201112947,0.25,0.34278959810874704,52,52,Old,Very Old,129453.84946236559,191252.78333333333,174436.85881877024,9.350189267092581,1.0,3,5,3,0,0,3,2.5714285714285716
120,RL,42.0,4235,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,1Story,5,5,1984,Gable,CompShg,HdBoard,BrkFace,149.0,TA,CBlock,TA,Mn,GLQ,552.0,ALQ,393.0,104.0,1049.0,GasA,Y,SBrkr,1049,0,1049,1.0,2,0,2,1,5,Typ,0,Attchd,1984.0,Fin,1.0,266.0,TA,Y,0,105,0,2,2009,WD ,Normal,139500,0.2476392823418319,0.6666666666666666,0.25333333333333335,25,25,Medium,Old,129453.84946236559,191252.78333333333,174436.85881877024,8.351374706721296,3.0,4,3,3,0,4,4,3.2857142857142856
