MS SubClass,Lot Frontage,Lot Area,Land Slope,Condition 1,Condition 2,Overall Qual,Overall Cond,Year Remod/Add,Mas Vnr Area,Exter Cond,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Functional,Fireplaces,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,Mo Sold,Yr Sold,Sale Condition,SalePrice,Density_Ratio,BathPerBed,Garage_per_Living,House_Age,Years_Since_Remod,Age_Group,Remod_Group,Neighborhood_AvgPrice,Zone_AvgPrice,SaleType_AvgPrice,Lot_Area_log,Total_Bath,Kitchen Qual_num,Heating QC_num,Garage Qual_num,Fireplace Qu_num,Bsmt Qual_num,Exter Qual_num,Quality_Score,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Street_Pave,Lot Shape_IR2,Lot Shape_IR3,Lot Shape_Reg,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Roof Matl_Metal,Roof Matl_Roll,Roof Matl_Tar&Grv,Roof Matl_WdShake,Roof Matl_WdShngl,Exterior 1st_AsphShn,Exterior 1st_BrkComm,Exterior 1st_BrkFace,Exterior 1st_CBlock,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_ImStucc,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_PreCast,Exterior 1st_Stone,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Mas Vnr Type_BrkFace,Mas Vnr Type_CBlock,Mas Vnr Type_None,Mas Vnr Type_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasW,Heating_OthW,Heating_Other,Central Air_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_None,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_VWD,Sale Type_WD 
60,80.0,13250,1,7,5,7,6,1978,256.0,4,4,2,6,0.0,5,0.0,832.0,832.0,1154,896,2050,0.0,2,1,4,1,8,8,1,1978.0,3,2.0,529.0,5,3,192,192,0,5,2009,2,154000,0.15470530525998039,0.4,0.25792296440760604,31,31,2,1,188406.90839694656,191252.78333333333,174436.85881877024,9.491828300264636,2.5,4,3,3,3,4,3,3.857142857142857,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,80.0,10928,1,6,5,6,6,1986,101.0,4,4,2,4,363.0,5,0.0,1064.0,1427.0,1671,0,1671,0.0,2,0,3,1,7,8,1,1978.0,3,2.0,484.0,5,3,252,55,0,8,2009,5,200000,0.15289596486412296,0.5,0.2894736842105263,31,23,2,2,188406.90839694656,191252.78333333333,174436.85881877024,9.299175085676673,2.0,3,3,3,3,3,3,3.4285714285714284,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,80.0,12388,1,6,5,7,7,1991,229.0,4,4,2,5,602.0,5,0.0,441.0,1043.0,1539,1134,2673,0.0,2,1,4,1,9,8,1,1980.0,3,2.0,441.0,5,3,178,84,0,8,2009,5,249000,0.2157559125030269,0.4,0.1649214659685864,29,18,2,2,188406.90839694656,191252.78333333333,174436.85881877024,9.424564261115739,2.5,4,3,3,3,4,3,3.857142857142857,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
80,80.0,14115,1,6,5,7,5,1980,225.0,4,4,4,7,1036.0,5,0.0,336.0,1372.0,1472,0,1472,1.0,2,0,3,1,6,8,2,1980.0,2,2.0,588.0,5,3,233,48,0,6,2009,5,187500,0.10427883253046188,0.5,0.39918533604887985,29,29,2,2,188406.90839694656,191252.78333333333,174436.85881877024,9.55506418479516,3.0,3,3,3,3,4,3,3.7142857142857144,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,80.0,11088,1,6,5,6,5,1998,144.0,4,4,2,5,832.0,5,0.0,308.0,1140.0,1707,0,1707,0.0,2,0,3,1,7,8,1,1978.0,4,2.0,479.0,5,3,0,0,0,5,2009,5,184000,0.15393633330327353,0.5,0.28044496487119436,31,11,2,3,188406.90839694656,191252.78333333333,174436.85881877024,9.313708904953216,2.0,3,4,3,3,3,3,3.5714285714285716,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,80.0,9600,1,8,5,8,5,1981,1.0,4,4,2,5,1104.0,5,0.0,1420.0,2524.0,2524,0,2524,1.0,2,1,4,1,9,8,1,1981.0,4,2.0,542.0,5,3,474,120,0,7,2009,5,278000,0.2628892823664202,0.4,0.21465346534653465,28,28,2,2,188406.90839694656,191252.78333333333,174436.85881877024,9.169622538697624,3.5,4,3,3,4,4,4,4.285714285714286,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,82.0,11880,1,5,5,7,5,1978,206.0,4,4,2,5,704.0,5,0.0,567.0,1271.0,1601,0,1601,0.0,2,0,3,1,7,8,1,1978.0,3,2.0,478.0,5,3,0,0,0,4,2009,2,157000,0.13475296692197627,0.5,0.2983770287141074,31,31,2,1,188406.90839694656,191252.78333333333,133812.20731707316,9.382695764458287,2.0,3,3,3,3,4,3,3.7142857142857144,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,80.0,10400,1,6,5,7,5,1976,189.0,4,4,2,6,0.0,5,0.0,1090.0,1090.0,1370,0,1370,0.0,2,0,3,1,6,8,1,1976.0,3,2.0,479.0,5,3,0,0,0,6,2009,3,152000,0.1317181040284588,0.5,0.34938001458789203,33,33,2,1,188406.90839694656,191252.78333333333,174436.85881877024,9.249657234353133,2.0,3,3,3,3,4,3,3.7142857142857144,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,80.0,10304,1,8,5,5,7,1976,44.0,3,4,2,5,381.0,5,0.0,399.0,780.0,1088,780,1868,1.0,2,1,4,1,9,8,1,1976.0,2,2.0,484.0,5,3,448,96,0,10,2009,5,197500,0.18127122755943717,0.4,0.25896201177100053,33,33,2,1,188406.90839694656,191252.78333333333,174436.85881877024,9.240384493324559,3.5,4,5,3,3,3,3,3.7142857142857144,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,70.0,7000,1,6,5,7,5,2003,1.0,4,4,3,7,622.0,5,0.0,304.0,926.0,1016,868,1884,1.0,2,1,3,1,7,8,1,2003.0,3,2.0,581.0,5,3,0,35,0,6,2009,5,240900,0.2691044136551921,0.5,0.30822281167108756,6,6,4,3,229707.32417582418,218986.94964028776,174436.85881877024,8.853808274977197,3.5,5,5,3,5,4,4,4.714285714285714,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,75.0,8004,1,5,5,8,5,2009,110.0,4,4,2,7,544.0,5,0.0,288.0,832.0,832,1103,1935,1.0,2,1,3,1,8,8,0,2009.0,4,2.0,552.0,5,3,0,150,0,12,2009,6,263435,0.24172392254840724,0.5,0.28512396694214875,0,0,4,4,229707.32417582418,218986.94964028776,275744.7008547009,8.987821625430815,3.5,3,5,3,0,4,4,3.857142857142857,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
60,72.5,7500,1,7,5,8,5,2001,1.0,4,4,2,6,0.0,5,0.0,1058.0,1058.0,1058,816,1874,0.0,2,1,3,1,7,8,1,2000.0,4,2.0,588.0,5,3,0,134,0,3,2009,5,220000,0.24983335555259298,0.5,0.3136,9,8,3,3,229707.32417582418,218986.94964028776,174436.85881877024,8.922791623969637,2.5,4,5,3,3,4,4,4.428571428571429,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,72.5,8470,1,6,5,8,5,2002,1.0,4,4,2,7,225.0,6,276.0,471.0,972.0,972,839,1811,0.0,2,1,3,1,7,8,1,2002.0,3,2.0,565.0,5,3,225,48,0,10,2009,5,235000,0.21378821862826114,0.5,0.3118101545253863,7,7,4,3,229707.32417582418,218986.94964028776,174436.85881877024,9.044403844431551,2.5,4,5,3,4,4,4,4.571428571428571,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,80.0,9373,1,8,5,5,7,1975,161.0,4,4,4,5,1333.0,3,168.0,120.0,1621.0,1621,0,1621,1.0,2,0,3,1,7,8,2,1975.0,3,2.0,478.0,5,3,0,0,0,6,2009,5,213000,0.17292511201194793,0.5,0.29469790382244143,34,34,2,1,188406.90839694656,191252.78333333333,174436.85881877024,9.14569517848265,3.0,3,3,3,2,4,3,3.2857142857142856,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,78.0,10140,1,6,5,6,6,1974,196.0,4,4,2,5,888.0,5,0.0,228.0,1116.0,1116,0,1116,1.0,2,0,3,1,6,8,1,1974.0,3,2.0,528.0,5,3,0,0,0,4,2009,5,167900,0.11004831870624199,0.5,0.4726947179946285,35,35,2,1,188406.90839694656,191252.78333333333,174436.85881877024,9.224341891611996,3.0,3,5,3,3,3,3,3.7142857142857144,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,85.0,11050,1,6,5,7,5,1975,1.0,4,4,2,5,636.0,5,0.0,540.0,1176.0,1193,0,1193,0.0,2,0,3,1,5,8,1,1975.0,2,2.0,506.0,5,3,40,0,0,8,2009,5,158000,0.10795403130938376,0.5,0.423785594639866,34,34,2,1,188406.90839694656,191252.78333333333,174436.85881877024,9.310276200588783,2.0,3,2,3,3,3,3,3.4285714285714284,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,78.0,10140,1,6,5,6,5,1974,174.0,4,4,2,6,0.0,5,0.0,1064.0,1064.0,1350,0,1350,0.0,2,0,3,1,7,8,1,1974.0,3,2.0,478.0,5,3,0,0,0,8,2009,5,165000,0.13312296617690564,0.5,0.35381199111769057,35,35,2,1,188406.90839694656,191252.78333333333,174436.85881877024,9.224341891611996,2.0,3,3,3,3,4,3,3.5714285714285716,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,80.0,10448,1,6,5,6,6,1972,333.0,4,4,2,6,0.0,5,0.0,689.0,689.0,1378,741,2119,0.0,2,1,3,1,7,8,1,1972.0,3,2.0,583.0,5,3,0,104,0,8,2009,2,158000,0.20279452579194182,0.5,0.275,37,37,2,1,188406.90839694656,191252.78333333333,133812.20731707316,9.254261559034111,2.5,3,3,3,3,3,3,3.4285714285714284,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,60.0,9000,1,6,5,5,5,1974,1.0,4,4,2,6,0.0,5,0.0,896.0,896.0,896,896,1792,0.0,2,2,4,2,8,8,0,0.0,0,0.0,0.0,0,3,32,45,0,9,2009,5,136000,0.19908899011220976,0.4,0.0,35,35,2,1,144279.99071925753,191252.78333333333,174436.85881877024,9.105090961257085,3.0,3,3,0,0,4,3,2.5714285714285716,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20,73.0,8750,1,6,5,5,6,1970,76.0,4,4,2,3,828.0,5,0.0,174.0,1002.0,1002,0,1002,1.0,1,0,3,1,5,8,0,1973.0,2,2.0,902.0,5,3,0,0,0,8,2009,5,148500,0.11450119986287281,0.25,0.8993020937188435,39,39,2,1,144279.99071925753,191252.78333333333,174436.85881877024,9.076923258535832,2.0,3,3,3,0,3,3,2.857142857142857,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,61.0,7930,1,6,5,6,8,2005,1.0,4,4,2,7,439.0,3,472.0,115.0,1026.0,1026,0,1026,1.0,1,0,3,1,5,8,0,1969.0,3,2.0,440.0,5,3,171,48,0,7,2009,5,156000,0.12936577985121675,0.25,0.42843232716650437,40,4,2,4,144279.99071925753,191252.78333333333,174436.85881877024,8.97853441008332,2.0,4,4,3,0,3,3,3.2857142857142856,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,73.0,7830,1,6,5,5,5,1970,1.0,4,4,2,6,0.0,5,0.0,1180.0,1180.0,1180,0,1180,0.0,1,1,2,1,6,8,0,1970.0,3,2.0,477.0,5,3,0,45,0,3,2009,5,128000,0.1506831822244924,0.3333333333333333,0.4038950042337002,39,39,2,1,144279.99071925753,191252.78333333333,133812.20731707316,8.965845494750937,1.5,3,3,3,0,3,3,2.857142857142857,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,73.0,8510,1,6,5,5,7,1971,178.0,4,4,2,5,500.0,5,0.0,543.0,1043.0,1050,0,1050,1.0,1,1,3,1,6,8,0,1971.0,2,1.0,336.0,5,3,0,0,0,7,2009,5,143000,0.12336975678533663,0.25,0.3196955280685062,38,38,2,1,144279.99071925753,191252.78333333333,174436.85881877024,9.049114723476961,2.5,3,5,3,0,4,3,3.2857142857142856,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,60.0,7038,1,6,5,4,6,1970,1.0,4,4,2,5,726.0,5,0.0,138.0,864.0,864,0,864,1.0,1,0,3,1,5,8,0,2001.0,2,2.0,576.0,5,3,210,0,0,9,2009,2,76500,0.12274470805512147,0.25,0.6658959537572254,39,39,2,1,144279.99071925753,191252.78333333333,174436.85881877024,8.85922139360813,2.0,3,3,3,0,3,3,2.7142857142857144,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,60.0,6960,1,6,5,4,6,1970,1.0,4,4,2,5,375.0,2,239.0,250.0,864.0,864,0,864,0.0,1,0,3,1,5,8,0,1989.0,2,2.0,660.0,5,3,96,0,0,11,2009,5,120500,0.12412009768711392,0.25,0.7630057803468208,39,39,2,1,144279.99071925753,191252.78333333333,174436.85881877024,8.848078421168667,1.0,4,3,3,0,3,3,2.857142857142857,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,70.0,8120,1,6,5,4,7,1970,1.0,3,4,2,5,191.0,5,0.0,673.0,864.0,864,0,864,0.0,1,0,3,1,5,8,0,1994.0,2,2.0,463.0,5,3,0,0,0,7,2009,5,124500,0.10639083856667898,0.25,0.5352601156069364,39,39,2,1,144279.99071925753,191252.78333333333,174436.85881877024,9.002208578282412,1.0,3,5,3,0,3,3,3.0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,70.0,10500,1,6,5,4,6,1971,1.0,4,4,2,5,524.0,3,180.0,160.0,864.0,864,0,864,0.0,1,0,2,1,4,8,0,1989.0,2,2.0,576.0,5,3,216,0,0,3,2009,2,97000,0.08227787829730501,0.3333333333333333,0.6658959537572254,38,38,2,1,144279.99071925753,191252.78333333333,174436.85881877024,9.259225769705994,1.0,3,4,3,0,3,3,2.857142857142857,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,60.0,9000,1,6,5,4,7,2006,1.0,3,4,2,5,240.0,5,0.0,624.0,864.0,864,0,864,0.0,1,0,3,1,5,8,0,1986.0,2,2.0,576.0,5,3,200,0,0,7,2009,5,130000,0.09598933451838684,0.25,0.6658959537572254,38,3,2,4,144279.99071925753,191252.78333333333,174436.85881877024,9.105090961257085,1.0,3,4,3,0,3,3,2.857142857142857,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
